Job_ID,Task_Start_Time,Task_End_Time,CPU_Utilization (%),Memory_Consumption (MB),Task_Execution_Time (ms),System_Throughput (tasks/sec),Task_Waiting_Time (ms),Data_Source,Number_of_Active_Users,Network_Bandwidth_Utilization (Mbps),Job_Priority,Scheduler_Type,Resource_Allocation_Type,Error_Rate (%),Task_Type,Projection_Score,Predicted_Execution_Duration (ms),Predicted_Context_Switch_Penalty (ms),Host_Cluster_Suitability_Score,Predicted_Load_Condition,Scheduling_Priority_Score,Resource_Cluster_ID,Load_Rebalancing_Flag,Envy_Freeness_Score,VM_Placement_Diversity_Score,PM_Utilization_Efficiency (%),Affinity_Breaker_Flag,Observed_Delay_Deviation (ms),Adaptive_Model_Update_Flag,Context_Switch_Overhead (%),Thermal_Impact_Score,Energy_Efficiency_Index,Predicted_Host_ID,Actual_Host_ID,CPU_Share (%),Memory_Share (%),Bandwidth_Share (%),VM_Total_Memory_Capacity (MB),Host_Selection_Correct,Envy_Rate (%),Dominant_Resource_Share (%),Memory_Utilization (%)
JOB_1996,02-01-2024 09:15,02-01-2024 09:15,62.56,4555,3155,3.95,199,Social Media,910,432.46,Low,Round Robin,Static,3.05,Delay-Sensitive,0.849,2985,61,0.754,Low,0.754,Cluster_1996,Yes,0.972,0.565,85.22,Yes,170,Yes,2.56,0.688,1.385,Host_1,Host_1,14.58,65.66,79.58,16384,1,2.8,79.58,27.8
JOB_1997,02-01-2024 09:16,02-01-2024 09:16,86.53,5902,1949,5.31,84,Enterprise DB,1280,193.69,Medium,FCFS,Static,4.54,Delay-Sensitive,0.691,2078,35,0.846,Low,0.611,Cluster_1997,No,0.771,0.812,79.07,No,-129,Yes,4.58,0.316,1.046,Host_4,Host_4,23.15,83.13,19.51,16384,1,22.9,83.13,36.02
JOB_1998,02-01-2024 09:17,02-01-2024 09:17,15.52,2951,2053,3.93,695,Enterprise DB,2245,786.18,High,Priority-Based,Static,1.18,IO-Bound,1.061,2230,43,0.933,High,0.933,Cluster_1998,No,0.92,0.966,91.97,Yes,-177,Yes,3.08,0.901,0.844,Host_3,Host_2,59.12,59.44,43.12,32768,0,8,59.44,9.01
JOB_1999,02-01-2024 09:18,02-01-2024 09:18,14.56,1589,488,7.94,519,Cloud,4445,137.98,Medium,FCFS,Static,3.39,Memory-Intensive,1.39,193,106,0.678,Low,0.374,Cluster_1999,Yes,0.861,0.828,80.03,Yes,295,Yes,0.62,0.363,1.444,Host_1,Host_2,66.17,33.2,56.78,16384,0,13.9,66.17,9.7
JOB_2000,02-01-2024 09:19,02-01-2024 09:19,32.57,2172,2869,9.76,588,Social Media,1526,916.16,High,ASB-Dynamic-CapsNet,Static,2.62,Memory-Intensive,1.082,3103,85,0.99,Medium,0.032,Cluster_2000,Yes,0.958,0.978,72.85,Yes,-234,Yes,4.88,0.436,1.103,Host_3,Host_2,57.3,61.12,77.47,16384,0,4.2,77.47,13.26
JOB_2001,02-01-2024 09:20,02-01-2024 09:20,30.94,4175,4639,6.05,102,Social Media,2073,591.7,Low,ASB-Dynamic-CapsNet,Static,0.52,CPU-Bound,1.316,4735,77,0.659,Low,0.299,Cluster_2001,No,0.927,0.937,79.09,Yes,-96,Yes,3.94,0.697,0.97,Host_4,Host_4,58.71,45.91,23.3,8192,1,7.3,58.71,50.96
JOB_2002,02-01-2024 09:21,02-01-2024 09:21,29.76,5032,3146,4.74,62,Enterprise DB,2646,37.34,Medium,Priority-Based,Dynamic,2.83,Memory-Intensive,0.564,2893,49,0.844,Low,0.337,Cluster_2002,No,0.701,0.555,92.17,No,253,No,1.9,0.372,1.312,Host_4,Host_1,75.92,57.68,52.61,32768,0,29.9,75.92,15.36
JOB_2003,02-01-2024 09:22,02-01-2024 09:22,82.5,5424,2515,2.62,505,Social Media,2480,963.34,Low,Round Robin,Dynamic,3.54,Memory-Intensive,1.378,2740,79,0.625,Low,0.299,Cluster_2003,No,0.727,0.795,98.89,No,-225,No,2.66,0.549,1.334,Host_4,Host_1,15.59,20.1,66.69,16384,0,27.3,66.69,33.11
JOB_2004,02-01-2024 09:23,02-01-2024 09:23,29.96,7577,2489,6.71,957,IoT,3739,314.86,Low,ASB-Dynamic-CapsNet,Dynamic,2.99,CPU-Bound,0.617,2499,66,0.836,High,0.181,Cluster_2004,Yes,0.898,0.708,80.72,No,-10,Yes,0.72,0.193,1.194,Host_3,Host_3,71.34,11.42,69.26,16384,1,10.2,71.34,46.25
JOB_2005,02-01-2024 09:24,02-01-2024 09:24,31.76,4854,403,7.01,103,Social Media,583,455.48,Medium,FCFS,Static,0.52,IO-Bound,1.413,191,106,0.614,High,0.557,Cluster_2005,Yes,0.752,0.931,72.16,Yes,212,No,3.72,0.892,1.34,Host_4,Host_2,43.42,98.39,86.01,8192,0,24.8,98.39,59.25
JOB_2006,02-01-2024 09:25,02-01-2024 09:25,70.75,2503,863,7.01,634,Enterprise DB,1306,291.43,Medium,ASB-Dynamic-CapsNet,Dynamic,4.27,IO-Bound,0.968,1046,21,0.833,Medium,0.394,Cluster_2006,No,0.782,0.792,86.48,Yes,-183,No,4.26,0.463,1.495,Host_4,Host_1,46.39,68.23,81.61,32768,0,21.8,81.61,7.64
JOB_2007,02-01-2024 09:26,02-01-2024 09:26,45.98,6585,2073,0.76,238,IoT,1707,731.14,Medium,ASB-Dynamic-CapsNet,Static,0.21,Memory-Intensive,1.43,2183,78,0.662,High,0.03,Cluster_2007,Yes,0.902,0.685,92.45,Yes,-110,No,3.26,0.173,1.444,Host_3,Host_2,85.16,16.82,30.26,32768,0,9.8,85.16,20.1
JOB_2008,02-01-2024 09:27,02-01-2024 09:27,72.14,4698,915,9.04,259,IoT,1202,490.82,Low,Priority-Based,Static,1.18,CPU-Bound,0.818,788,38,0.646,Medium,0.87,Cluster_2008,No,0.831,0.922,75.91,Yes,127,No,3.11,0.345,0.921,Host_2,Host_2,78.98,45.61,74.56,16384,1,16.9,78.98,28.67
JOB_2009,02-01-2024 09:28,02-01-2024 09:28,15.23,5588,977,3.71,400,Social Media,3943,141.05,Low,Priority-Based,Dynamic,3.08,Memory-Intensive,1.049,941,94,0.776,High,0.986,Cluster_2009,No,0.812,0.535,82.52,No,36,Yes,4.45,0.955,1.272,Host_3,Host_1,35.38,75.03,60.99,32768,0,18.8,75.03,17.05
JOB_2010,02-01-2024 09:29,02-01-2024 09:29,49.01,5364,4898,7.57,730,Enterprise DB,1802,113.16,Low,FCFS,Static,1.09,CPU-Bound,1.073,4756,69,0.966,Medium,0.654,Cluster_2010,No,0.741,0.877,81.91,No,142,Yes,3.39,0.417,1.315,Host_3,Host_1,34.39,73.03,49.77,16384,0,25.9,73.03,32.74
JOB_2011,02-01-2024 09:30,02-01-2024 09:30,12.69,1624,2426,7.72,989,Enterprise DB,1733,728.12,Medium,Round Robin,Dynamic,0.51,Delay-Sensitive,0.756,2592,55,0.717,High,0.916,Cluster_2011,Yes,0.783,0.82,72.02,Yes,-166,No,0.67,0.88,1.38,Host_1,Host_4,87.18,59.82,46.84,32768,0,21.7,87.18,4.96
JOB_2012,02-01-2024 09:31,02-01-2024 09:31,15.01,1721,2529,6.68,191,Enterprise DB,3028,244.71,High,Priority-Based,Dynamic,2.56,IO-Bound,1.041,2300,113,0.891,High,0.066,Cluster_2012,Yes,0.754,0.784,84.11,Yes,229,No,4.48,0.161,1.23,Host_1,Host_2,14.34,95.97,29.3,32768,0,24.6,95.97,5.25
JOB_2013,02-01-2024 09:32,02-01-2024 09:32,82.51,3360,2160,4.25,276,IoT,4382,146.42,Medium,Priority-Based,Dynamic,3.61,Memory-Intensive,0.769,2145,38,0.73,Medium,0.407,Cluster_2013,No,0.843,0.538,84.52,Yes,15,Yes,1.53,0.258,1.421,Host_1,Host_3,84.45,30.22,98.3,32768,0,15.7,98.3,10.25
JOB_2014,02-01-2024 09:33,02-01-2024 09:33,21.14,2773,4498,6.28,290,Enterprise DB,3703,504.43,High,Round Robin,Static,2.05,IO-Bound,1.071,4688,51,0.953,Low,0.804,Cluster_2014,Yes,0.812,0.533,70.53,No,-190,No,1.81,0.657,1.491,Host_3,Host_3,96.2,21.69,78.66,16384,1,18.8,96.2,16.93
JOB_2015,02-01-2024 09:34,02-01-2024 09:34,52.59,3490,1679,0.88,964,IoT,3063,804.74,Low,ASB-Dynamic-CapsNet,Static,3.49,Memory-Intensive,1.045,1458,94,0.982,High,0.255,Cluster_2015,No,0.868,0.551,92.08,Yes,221,No,1.68,0.313,1.343,Host_2,Host_4,32.23,27.66,48.41,32768,0,13.2,48.41,10.65
JOB_2016,02-01-2024 09:35,02-01-2024 09:35,42.89,3010,4355,7.74,993,IoT,750,285.99,High,FCFS,Static,4.3,Memory-Intensive,1.113,4437,75,0.643,Medium,0.015,Cluster_2016,Yes,0.93,0.95,93.11,Yes,-82,Yes,2.85,0.696,1.008,Host_3,Host_1,10.95,62.01,57.49,32768,0,7,62.01,9.19
JOB_2017,02-01-2024 09:36,02-01-2024 09:36,37.79,736,2301,1.45,971,Cloud,4720,283.67,Medium,FCFS,Dynamic,4.79,Delay-Sensitive,0.507,2368,22,0.869,High,0.561,Cluster_2017,No,0.919,0.848,77.22,No,-67,Yes,2.25,0.742,1.233,Host_4,Host_1,61.49,38.68,45.79,32768,0,8.1,61.49,2.25
JOB_2018,02-01-2024 09:37,02-01-2024 09:37,81.99,7693,3697,4.27,676,Social Media,3114,835.54,Medium,ASB-Dynamic-CapsNet,Dynamic,1.17,Delay-Sensitive,0.993,3700,90,0.986,Low,0.251,Cluster_2018,Yes,0.784,0.611,80.15,Yes,-3,Yes,1.93,0.825,1.198,Host_4,Host_4,99.29,26.97,19.57,32768,1,21.6,99.29,23.48
JOB_2019,02-01-2024 09:38,02-01-2024 09:38,11.75,1644,1303,1.48,92,Enterprise DB,4916,156.36,Medium,Round Robin,Dynamic,3.03,Delay-Sensitive,1.109,1504,32,0.66,Medium,0.004,Cluster_2019,Yes,0.792,0.736,71.25,Yes,-201,No,0.71,0.218,1.052,Host_4,Host_1,43.33,42.85,55.72,16384,0,20.8,55.72,10.03
JOB_2020,02-01-2024 09:39,02-01-2024 09:39,63.1,7149,2524,8.45,195,IoT,1814,620.56,High,Round Robin,Static,1.33,Memory-Intensive,1.05,2559,69,0.696,Medium,0.284,Cluster_2020,No,0.968,0.639,97.93,No,-35,Yes,4.63,0.571,1.406,Host_1,Host_1,35.4,43.35,78.89,32768,1,3.2,78.89,21.82
JOB_2021,02-01-2024 09:40,02-01-2024 09:40,87.07,3753,3975,5.73,870,Social Media,4368,955.46,Medium,Priority-Based,Static,4.35,IO-Bound,1.327,4198,93,0.792,Medium,0.945,Cluster_2021,No,0.896,0.568,86.57,No,-223,No,1.67,0.988,1.061,Host_3,Host_4,15.83,99.98,95.36,16384,0,10.4,99.98,22.91
JOB_2022,02-01-2024 09:41,02-01-2024 09:41,54.81,4282,2923,7.06,660,IoT,1172,842.89,High,Round Robin,Static,4.45,Memory-Intensive,0.63,3136,112,0.958,Medium,0.206,Cluster_2022,Yes,0.984,0.739,76.58,Yes,-213,No,2.32,0.142,1.333,Host_3,Host_2,55.01,21.36,84.05,16384,0,1.6,84.05,26.14
JOB_2023,02-01-2024 09:42,02-01-2024 09:42,84.95,7457,3385,6.98,576,Social Media,3880,71.2,Low,FCFS,Static,1.61,Delay-Sensitive,0.968,3507,24,0.723,Low,0.813,Cluster_2023,No,0.936,0.617,73.82,Yes,-122,Yes,0.8,0.64,0.946,Host_2,Host_1,34.24,96.67,14.73,32768,0,6.4,96.67,22.76
JOB_2024,02-01-2024 09:43,02-01-2024 09:43,14.18,1266,2163,8.5,540,IoT,3008,326.71,High,FCFS,Dynamic,3.23,Delay-Sensitive,1.454,2190,33,0.899,High,0.873,Cluster_2024,Yes,0.736,0.577,89.3,No,-27,Yes,2.06,0.827,0.966,Host_3,Host_1,72.54,24.96,51.86,32768,0,26.4,72.54,3.86
JOB_2025,02-01-2024 09:44,02-01-2024 09:44,43.5,3181,2079,1.76,357,Enterprise DB,2370,150.95,Low,FCFS,Static,4.44,Delay-Sensitive,0.555,2360,58,0.742,Medium,0.69,Cluster_2025,Yes,0.723,0.788,87.72,Yes,-281,No,0.86,0.382,1.311,Host_3,Host_3,73.93,56.08,52.97,8192,1,27.7,73.93,38.83
JOB_2026,02-01-2024 09:45,02-01-2024 09:45,30.81,7982,4448,6.77,432,Cloud,1472,949.75,High,Round Robin,Static,2.54,CPU-Bound,0.888,4605,42,0.943,High,0.557,Cluster_2026,No,0.926,0.854,77.59,Yes,-157,Yes,0.76,0.627,1.454,Host_2,Host_2,69.44,40.97,92.28,8192,1,7.4,92.28,97.44
JOB_2027,02-01-2024 09:46,02-01-2024 09:46,68.47,5586,3231,5.96,990,Cloud,1590,986.08,Low,ASB-Dynamic-CapsNet,Dynamic,3.6,Delay-Sensitive,1.297,3462,54,0.988,Medium,0.987,Cluster_2027,Yes,0.999,0.847,75.87,No,-231,Yes,2.05,0.136,0.808,Host_3,Host_4,65.19,18.03,64.88,16384,0,0.1,65.19,34.09
JOB_2028,02-01-2024 09:47,02-01-2024 09:47,88.5,3165,3192,0.79,867,Cloud,4575,242.64,Medium,FCFS,Static,4,IO-Bound,1.396,3091,87,0.957,Low,0.805,Cluster_2028,Yes,0.893,0.645,86.99,Yes,101,Yes,2.54,0.469,1.204,Host_2,Host_4,55.95,29.68,29.98,32768,0,10.7,55.95,9.66
JOB_2029,02-01-2024 09:48,02-01-2024 09:48,30.52,2259,4926,2.41,991,IoT,572,673,High,FCFS,Static,4.36,Memory-Intensive,1.278,4985,64,0.662,Medium,0.374,Cluster_2029,No,0.775,0.949,92.74,Yes,-59,No,1.31,0.716,0.936,Host_3,Host_3,88.99,55.43,48.37,32768,1,22.5,88.99,6.89
JOB_2030,02-01-2024 09:49,02-01-2024 09:49,62.33,6916,3764,3.04,463,Social Media,3057,843.22,Low,ASB-Dynamic-CapsNet,Dynamic,2.58,CPU-Bound,1.089,3880,98,0.788,Low,0.665,Cluster_2030,No,0.919,0.632,73.71,No,-116,No,4.73,0.469,1.381,Host_4,Host_3,28.27,50.27,56.9,8192,0,8.1,56.9,84.42
JOB_2031,02-01-2024 09:50,02-01-2024 09:50,25.85,6875,2436,1.19,276,Enterprise DB,2548,241.34,Medium,Priority-Based,Static,4.71,Memory-Intensive,0.898,2263,51,0.794,High,0.212,Cluster_2031,No,0.911,0.595,81.38,Yes,173,No,2.27,0.628,1.162,Host_4,Host_3,18.24,48.71,85.24,16384,0,8.9,85.24,41.96
JOB_2032,02-01-2024 09:51,02-01-2024 09:51,55.23,3991,3714,3.87,516,Enterprise DB,2139,195.8,Medium,Round Robin,Dynamic,3.14,CPU-Bound,1.098,3505,83,0.7,High,0.765,Cluster_2032,No,0.863,0.743,77.92,Yes,209,Yes,2.05,0.515,1.177,Host_3,Host_1,14.46,99.51,55.22,8192,0,13.7,99.51,48.72
JOB_2033,02-01-2024 09:52,02-01-2024 09:52,47.11,3315,597,0.76,151,IoT,1788,21.1,Low,FCFS,Static,0.76,Memory-Intensive,1.368,819,114,0.825,Low,0.669,Cluster_2033,No,0.817,0.677,81.16,Yes,-222,Yes,4.43,0.366,1.177,Host_1,Host_1,17.8,41.2,78.03,16384,1,18.3,78.03,20.23
JOB_2034,02-01-2024 09:53,02-01-2024 09:53,87.76,4013,3917,5.76,325,Cloud,4239,417.84,Low,Round Robin,Dynamic,3.06,Memory-Intensive,0.729,3861,38,0.967,High,0.791,Cluster_2034,No,0.888,0.678,80.32,Yes,56,Yes,2.17,0.172,1.072,Host_4,Host_4,92.74,80.57,42.27,8192,1,11.2,92.74,48.99
JOB_2035,02-01-2024 09:54,02-01-2024 09:54,58.68,995,4743,2.51,685,IoT,2583,900.44,High,FCFS,Static,1.49,Delay-Sensitive,0.517,4713,115,0.65,High,0.428,Cluster_2035,No,0.74,0.66,76.74,Yes,30,No,2.3,0.728,1.221,Host_4,Host_4,89.21,55.89,18.54,16384,1,26,89.21,6.07
JOB_2036,02-01-2024 09:55,02-01-2024 09:55,37.96,5643,231,3.23,773,Social Media,2614,903.95,Low,FCFS,Dynamic,1.86,CPU-Bound,1.311,176,112,0.868,High,0.752,Cluster_2036,Yes,0.907,0.585,82.63,No,55,Yes,3.22,0.908,1.336,Host_2,Host_4,30.01,41.82,32.08,32768,0,9.3,41.82,17.22
JOB_2037,02-01-2024 09:56,02-01-2024 09:56,19.13,3680,957,9.15,241,Cloud,2814,136.47,Low,Priority-Based,Static,4.04,Memory-Intensive,1.225,1106,38,0.745,Low,0.612,Cluster_2037,No,0.854,0.91,89.27,Yes,-149,No,2.56,0.588,0.998,Host_2,Host_2,14.45,59.92,43.01,32768,1,14.6,59.92,11.23
JOB_2038,02-01-2024 09:57,02-01-2024 09:57,22.1,6322,620,5.28,306,IoT,548,212.31,Medium,ASB-Dynamic-CapsNet,Static,4.87,CPU-Bound,0.661,604,101,0.877,Medium,0.322,Cluster_2038,No,0.842,0.72,76.99,No,16,No,0.99,0.824,1.038,Host_1,Host_4,21.81,26.35,90.83,32768,0,15.8,90.83,19.29
JOB_2039,02-01-2024 09:58,02-01-2024 09:58,28.03,7145,129,3.06,907,Social Media,2468,413.97,Low,ASB-Dynamic-CapsNet,Dynamic,4.35,CPU-Bound,0.575,194,46,0.812,High,0.927,Cluster_2039,No,0.766,0.595,77.59,No,-65,Yes,4.04,0.968,1.276,Host_1,Host_1,57.08,56.37,38.92,16384,1,23.4,57.08,43.61
JOB_2040,02-01-2024 09:59,02-01-2024 09:59,30.08,4430,3496,6.19,962,Cloud,2796,782.82,Low,ASB-Dynamic-CapsNet,Dynamic,1.63,IO-Bound,1.479,3262,72,0.602,Low,0.012,Cluster_2040,Yes,0.878,0.572,73.44,No,234,No,4.6,0.761,1.003,Host_4,Host_3,56.11,91.14,76.81,8192,0,12.2,91.14,54.08
JOB_2041,02-01-2024 10:00,02-01-2024 10:00,78.05,2572,4704,2.42,884,Enterprise DB,534,615.73,Low,Priority-Based,Dynamic,2.27,CPU-Bound,1.27,4686,47,0.77,High,0.646,Cluster_2041,Yes,0.989,0.713,95.63,No,18,Yes,4.56,0.88,1.037,Host_3,Host_3,54.07,67.1,87.71,32768,1,1.1,87.71,7.85
JOB_2042,02-01-2024 10:01,02-01-2024 10:01,54.9,7854,1360,1.21,581,Social Media,714,518.71,Medium,Priority-Based,Static,4.92,Memory-Intensive,0.581,1279,114,0.986,High,0.212,Cluster_2042,No,0.715,0.67,83.72,No,81,No,1.16,0.397,1.383,Host_3,Host_4,97.18,11.95,72.52,32768,0,28.5,97.18,23.97
JOB_2043,02-01-2024 10:02,02-01-2024 10:02,51.87,6931,1658,0.7,925,Enterprise DB,3504,596.01,Medium,ASB-Dynamic-CapsNet,Dynamic,4.62,Memory-Intensive,0.676,1802,35,0.932,Medium,0.846,Cluster_2043,No,0.9,0.767,89.75,No,-144,No,2.4,0.743,0.998,Host_3,Host_4,70.42,89.45,47.16,16384,0,10,89.45,42.3
JOB_2044,02-01-2024 10:03,02-01-2024 10:03,19.18,837,115,9.54,31,Social Media,677,105.24,Medium,Round Robin,Static,4.88,Memory-Intensive,0.951,296,106,0.778,High,0.056,Cluster_2044,Yes,0.93,0.523,73.74,Yes,-181,No,2.29,0.114,1.046,Host_1,Host_1,42.54,26.33,61.48,16384,1,7,61.48,5.11
JOB_2045,02-01-2024 10:04,02-01-2024 10:04,78.81,4449,3705,7.38,393,Cloud,1734,482.89,Medium,Round Robin,Dynamic,2.16,CPU-Bound,1.415,3900,80,0.978,Low,0.595,Cluster_2045,Yes,0.879,0.874,74.08,Yes,-195,No,4.48,0.675,1.046,Host_4,Host_3,70.08,51.84,67.19,32768,0,12.1,70.08,13.58
JOB_2046,02-01-2024 10:05,02-01-2024 10:05,67.83,6533,1707,8.1,135,IoT,781,992.14,High,Priority-Based,Static,4,IO-Bound,0.981,1908,29,0.854,Medium,0.171,Cluster_2046,No,0.959,0.622,85.57,Yes,-201,Yes,2.09,0.187,1.182,Host_1,Host_2,99.46,57.55,88.18,32768,0,4.1,99.46,19.94
JOB_2047,02-01-2024 10:06,02-01-2024 10:06,15.41,3608,3617,9.82,112,IoT,4337,97.56,Medium,Round Robin,Static,4.36,CPU-Bound,0.686,3427,80,0.65,Medium,0.067,Cluster_2047,Yes,0.71,0.757,74.39,No,190,No,3.51,0.322,0.925,Host_3,Host_2,86.83,46.1,99.06,16384,0,29,99.06,22.02
JOB_2048,02-01-2024 10:07,02-01-2024 10:07,66.63,2317,2116,9.35,909,IoT,1294,524.05,Medium,ASB-Dynamic-CapsNet,Dynamic,0.22,Delay-Sensitive,0.886,1881,90,0.752,Medium,0.141,Cluster_2048,Yes,0.753,0.672,95.98,No,235,Yes,4.77,0.125,1.381,Host_4,Host_3,47.62,33.19,49.84,16384,0,24.7,49.84,14.14
JOB_2049,02-01-2024 10:08,02-01-2024 10:08,53.48,636,3674,7.5,961,IoT,2224,302.69,High,FCFS,Static,1.33,IO-Bound,0.928,3734,86,0.751,Low,0.799,Cluster_2049,Yes,0.779,0.959,96.52,Yes,-60,Yes,3.17,0.476,1.224,Host_3,Host_4,88.89,41.26,30.56,16384,0,22.1,88.89,3.88
JOB_2050,02-01-2024 10:09,02-01-2024 10:09,16.54,3055,1843,7.09,742,Social Media,3924,544.51,High,Round Robin,Dynamic,4.42,CPU-Bound,1.362,1872,103,0.877,High,0.548,Cluster_2050,Yes,0.887,0.834,79.67,Yes,-29,Yes,3.45,0.924,1.282,Host_2,Host_4,70.74,63.12,29.06,32768,0,11.3,70.74,9.32
JOB_2051,02-01-2024 10:10,02-01-2024 10:10,46.66,6870,3891,3.7,119,IoT,2824,578.08,High,ASB-Dynamic-CapsNet,Dynamic,1.94,Delay-Sensitive,1.499,3714,35,0.616,Low,0.229,Cluster_2051,No,0.881,0.616,87.39,Yes,177,Yes,3.32,0.623,1.091,Host_2,Host_2,35.68,43.62,46.7,16384,1,11.9,46.7,41.93
JOB_2052,02-01-2024 10:11,02-01-2024 10:11,48.78,4915,3734,1.49,579,IoT,3128,581.7,Low,ASB-Dynamic-CapsNet,Dynamic,1.39,IO-Bound,1.147,3956,67,0.684,High,0.174,Cluster_2052,No,0.9,0.675,85.03,No,-222,No,0.94,0.658,0.965,Host_3,Host_1,26.75,97.48,54.47,8192,0,10,97.48,60
JOB_2053,02-01-2024 10:12,02-01-2024 10:12,23.26,6459,1188,5.95,481,Social Media,4841,853.69,Medium,ASB-Dynamic-CapsNet,Static,1.36,Delay-Sensitive,0.816,1403,93,0.861,Medium,0.12,Cluster_2053,No,0.773,0.704,91.02,Yes,-215,No,3.22,0.687,1.352,Host_3,Host_3,16.88,75.64,51.98,16384,1,22.7,75.64,39.42
JOB_2054,02-01-2024 10:13,02-01-2024 10:13,85.66,1415,1461,5.97,74,Social Media,1189,395.85,Low,Round Robin,Static,1.88,Delay-Sensitive,0.848,1399,51,0.901,Medium,0.887,Cluster_2054,Yes,0.872,0.75,81.9,No,62,No,0.51,0.988,1.105,Host_2,Host_1,69.78,48.42,59.91,16384,0,12.8,69.78,8.64
JOB_2055,02-01-2024 10:14,02-01-2024 10:14,78,5801,3472,9.55,481,Cloud,4709,521.19,High,FCFS,Static,1.22,IO-Bound,0.569,3732,62,0.771,Medium,0.887,Cluster_2055,Yes,0.773,0.934,96.63,Yes,-260,Yes,3.56,0.169,1.128,Host_4,Host_3,74.11,16.42,43.06,16384,0,22.7,74.11,35.41
JOB_2056,02-01-2024 10:15,02-01-2024 10:15,63.52,6493,4573,4.7,579,Social Media,3167,20.82,High,Round Robin,Static,0.02,Memory-Intensive,0.707,4871,108,0.995,Low,0.217,Cluster_2056,Yes,0.837,0.57,92.39,Yes,-298,No,2.51,0.403,1.378,Host_4,Host_4,37.79,33.78,74.12,16384,1,16.3,74.12,39.63
JOB_2057,02-01-2024 10:16,02-01-2024 10:16,46.98,6729,575,7.06,679,Enterprise DB,2490,791.66,High,ASB-Dynamic-CapsNet,Dynamic,0.86,CPU-Bound,0.9,324,22,0.77,High,0.073,Cluster_2057,Yes,0.996,0.974,78.82,No,251,No,1.42,0.839,0.946,Host_1,Host_1,88.43,87.02,44.3,8192,1,0.4,88.43,82.14
JOB_2058,02-01-2024 10:17,02-01-2024 10:17,42.94,4038,1389,5.96,85,Cloud,4168,266.89,High,ASB-Dynamic-CapsNet,Static,4.41,Delay-Sensitive,0.754,1490,47,0.606,High,0.239,Cluster_2058,No,0.963,0.938,74.05,Yes,-101,No,2.85,0.158,1.201,Host_2,Host_2,92.76,26.8,43.79,16384,1,3.7,92.76,24.65
JOB_2059,02-01-2024 10:18,02-01-2024 10:18,62.08,5521,428,2.18,28,Cloud,3252,818.39,Low,ASB-Dynamic-CapsNet,Dynamic,0.38,IO-Bound,1.272,718,106,0.854,Low,0.403,Cluster_2059,Yes,0.913,0.63,85.83,Yes,-290,Yes,3.58,0.656,1.14,Host_1,Host_3,91.38,75.28,21.89,16384,0,8.7,91.38,33.7
JOB_2060,02-01-2024 10:19,02-01-2024 10:19,53.63,2600,4144,6.12,393,IoT,3248,272.98,High,Priority-Based,Static,2.07,IO-Bound,0.609,4383,52,0.651,Low,0.336,Cluster_2060,Yes,0.915,0.827,71.48,No,-239,No,2.16,0.471,1.335,Host_1,Host_3,21.72,31.28,37.13,16384,0,8.5,37.13,15.87
JOB_2061,02-01-2024 10:20,02-01-2024 10:20,14.98,3407,1939,5.63,199,IoT,4590,20.68,Medium,Round Robin,Static,2.28,Delay-Sensitive,0.904,1736,89,0.996,Medium,0.918,Cluster_2061,No,0.958,0.574,81.51,No,203,Yes,4.09,0.28,1.379,Host_1,Host_1,75.41,73.83,51.99,8192,1,4.2,75.41,41.59
JOB_2062,02-01-2024 10:21,02-01-2024 10:21,51,3414,1286,5.19,771,Enterprise DB,4922,163.28,Medium,FCFS,Static,3.89,Delay-Sensitive,1.315,1051,29,0.771,Low,0.371,Cluster_2062,Yes,0.869,0.746,87.9,No,235,No,2.89,0.259,0.805,Host_4,Host_4,56.8,41.65,86.3,16384,1,13.1,86.3,20.84
JOB_2063,02-01-2024 10:22,02-01-2024 10:22,74.51,5854,4633,5.38,369,IoT,2094,985.83,Medium,Round Robin,Static,1.26,Delay-Sensitive,0.843,4828,34,0.625,Low,0.384,Cluster_2063,Yes,0.757,0.605,98.84,No,-195,No,2.67,0.18,1.41,Host_3,Host_2,40,55.96,96.81,16384,0,24.3,96.81,35.73
JOB_2064,02-01-2024 10:23,02-01-2024 10:23,46.74,2482,3514,2.06,884,Social Media,757,326.6,Low,ASB-Dynamic-CapsNet,Dynamic,1.55,Memory-Intensive,1.387,3516,39,0.808,Medium,0.123,Cluster_2064,Yes,0.952,0.817,78.08,No,-2,No,4.94,0.965,1.476,Host_3,Host_3,27.8,54.51,86.59,16384,1,4.8,86.59,15.15
JOB_2065,02-01-2024 10:24,02-01-2024 10:24,14.16,4370,3636,4.9,895,Social Media,482,117.74,High,ASB-Dynamic-CapsNet,Static,0.07,Delay-Sensitive,1.038,3916,40,0.847,High,0.195,Cluster_2065,No,0.985,0.929,78.57,No,-280,No,1.88,0.576,1.355,Host_4,Host_1,35.14,49.2,18.54,32768,0,1.5,49.2,13.34
JOB_2066,02-01-2024 10:25,02-01-2024 10:25,72.9,5028,1873,6.25,461,IoT,522,127.57,Low,Priority-Based,Dynamic,4.51,Delay-Sensitive,1.116,1980,29,0.999,Low,0.692,Cluster_2066,Yes,0.734,0.742,90.63,Yes,-107,Yes,5,0.365,1.227,Host_4,Host_3,42.61,38.03,25.34,32768,0,26.6,42.61,15.34
